game_id,game_date,season,team_id,team,opponent_id,opponent,matchup,wl,points,rebounds,assists,fg_pct,fg3_pct,ft_pct
0022500082,2025-10-22,22025,1610612761,Toronto Raptors,0,ATL,TOR @ ATL,W,138,54,36,0.568,0.24,0.828
0022500083,2025-10-22,22025,1610612738,Boston Celtics,0,PHI,BOS vs. PHI,L,116,42,16,0.451,0.256,0.885
0022500083,2025-10-22,22025,1610612755,Philadelphia 76ers,0,BOS,PHI @ BOS,W,117,40,23,0.459,0.39,0.767
0022500084,2025-10-22,22025,1610612741,Chicago Bulls,0,DET,CHI vs. DET,W,115,50,29,0.448,0.367,0.813
0022500084,2025-10-22,22025,1610612765,Detroit Pistons,0,CHI,DET @ CHI,L,111,46,29,0.443,0.292,0.692
0022500085,2025-10-22,22025,1610612740,New Orleans Pelicans,0,MEM,NOP @ MEM,L,122,47,20,0.459,0.37,0.71
0022500085,2025-10-22,22025,1610612763,Memphis Grizzlies,0,NOP,MEM vs. NOP,W,128,39,20,0.513,0.297,0.814
0022500086,2025-10-22,22025,1610612749,Milwaukee Bucks,0,WAS,MIL vs. WAS,W,133,46,31,0.51,0.409,0.789
0022500086,2025-10-22,22025,1610612764,Washington Wizards,0,MIL,WAS @ MIL,L,120,56,23,0.469,0.405,0.579
0022500087,2025-10-22,22025,1610612746,LA Clippers,0,UTA,LAC @ UTA,L,108,38,28,0.443,0.311,0.762
0022500087,2025-10-22,22025,1610612762,Utah Jazz,0,LAC,UTA vs. LAC,W,129,46,38,0.552,0.386,0.8
0022500088,2025-10-22,22025,1610612756,Phoenix Suns,0,SAC,PHX vs. SAC,W,120,51,23,0.474,0.294,0.714
0022500088,2025-10-22,22025,1610612758,Sacramento Kings,0,PHX,SAC @ PHX,L,116,37,24,0.5,0.375,0.565
0022500089,2025-10-22,22025,1610612750,Minnesota Timberwolves,0,POR,MIN @ POR,W,118,45,21,0.488,0.5,0.792
0022500089,2025-10-22,22025,1610612757,Portland Trail Blazers,0,MIN,POR vs. MIN,L,114,39,25,0.4,0.31,0.829
0022500005,2025-10-23,22025,1610612754,Indiana Pacers,0,OKC,IND vs. OKC,L,135,55,21,0.438,0.302,0.75
0022500005,2025-10-23,22025,1610612760,Oklahoma City Thunder,0,IND,OKC @ IND,W,141,60,17,0.453,0.286,0.882
0022500006,2025-10-23,22025,1610612743,Denver Nuggets,0,GSW,DEN @ GSW,L,131,43,32,0.537,0.4,0.929
0022500006,2025-10-23,22025,1610612744,Golden State Warriors,0,DEN,GSW vs. DEN,W,137,43,33,0.505,0.383,0.76
0022500018,2025-10-24,22025,1610612738,Boston Celtics,0,NYK,BOS @ NYK,L,95,37,19,0.427,0.341,0.667
0022500018,2025-10-24,22025,1610612752,New York Knicks,0,BOS,NYK vs. BOS,W,105,53,23,0.384,0.378,0.88
0022500019,2025-10-24,22025,1610612747,Los Angeles Lakers,0,MIN,LAL vs. MIN,W,128,38,26,0.592,0.414,0.813
0022500019,2025-10-24,22025,1610612750,Minnesota Timberwolves,0,LAL,MIN @ LAL,L,110,40,24,0.466,0.342,0.714
0022500090,2025-10-24,22025,1610612737,Atlanta Hawks,0,ORL,ATL @ ORL,W,111,40,26,0.482,0.276,0.75
0022500090,2025-10-24,22025,1610612753,Orlando Magic,0,ATL,ORL vs. ATL,L,107,45,21,0.474,0.29,0.649
0022500091,2025-10-24,22025,1610612739,Cleveland Cavaliers,0,BKN,CLE @ BKN,W,131,36,32,0.537,0.429,0.714
0022500091,2025-10-24,22025,1610612751,Brooklyn Nets,0,CLE,BKN vs. CLE,L,124,38,30,0.51,0.422,1
0022500092,2025-10-24,22025,1610612749,Milwaukee Bucks,0,TOR,MIL @ TOR,W,122,51,25,0.522,0.35,0.56
0022500092,2025-10-24,22025,1610612761,Toronto Raptors,0,MIL,TOR vs. MIL,L,116,41,25,0.494,0.407,0.656
0022500093,2025-10-24,22025,1610612745,Houston Rockets,0,DET,HOU vs. DET,L,111,45,15,0.386,0.455,0.771
0022500093,2025-10-24,22025,1610612765,Detroit Pistons,0,HOU,DET @ HOU,W,115,48,26,0.467,0.41,0.652
0022500094,2025-10-24,22025,1610612748,Miami Heat,0,MEM,MIA @ MEM,W,146,57,34,0.539,0.475,0.773
0022500094,2025-10-24,22025,1610612763,Memphis Grizzlies,0,MIA,MEM vs. MIA,L,114,41,29,0.4,0.289,0.893
0022500095,2025-10-24,22025,1610612740,New Orleans Pelicans,0,SAS,NOP vs. SAS,L,116,45,24,0.433,0.313,0.759
0022500095,2025-10-24,22025,1610612759,San Antonio Spurs,0,NOP,SAS @ NOP,W,120,59,25,0.459,0.302,0.654
0022500096,2025-10-24,22025,1610612742,Dallas Mavericks,0,WAS,DAL vs. WAS,L,107,48,23,0.432,0.294,0.778
0022500096,2025-10-24,22025,1610612764,Washington Wizards,0,DAL,WAS @ DAL,W,117,48,27,0.456,0.417,0.69
0022500097,2025-10-24,22025,1610612744,Golden State Warriors,0,POR,GSW @ POR,L,119,41,24,0.438,0.421,0.846
0022500097,2025-10-24,22025,1610612757,Portland Trail Blazers,0,GSW,POR vs. GSW,W,139,38,30,0.538,0.471,0.92
0022500098,2025-10-24,22025,1610612758,Sacramento Kings,0,UTA,SAC vs. UTA,W,105,33,23,0.482,0.438,0.733
0022500098,2025-10-24,22025,1610612762,Utah Jazz,0,SAC,UTA @ SAC,L,104,50,25,0.442,0.317,0.882
0022500099,2025-10-24,22025,1610612746,LA Clippers,0,PHX,LAC vs. PHX,W,129,45,32,0.592,0.552,0.885
0022500099,2025-10-24,22025,1610612756,Phoenix Suns,0,LAC,PHX @ LAC,L,102,37,23,0.411,0.34,0.8
0022500100,2025-10-25,22025,1610612741,Chicago Bulls,0,ORL,CHI @ ORL,W,110,46,26,0.47,0.37,0.759
0022500100,2025-10-25,22025,1610612753,Orlando Magic,0,CHI,ORL vs. CHI,L,98,53,12,0.391,0.125,0.818
0022500101,2025-10-25,22025,1610612737,Atlanta Hawks,0,OKC,ATL vs. OKC,L,100,46,25,0.412,0.41,0.667
0022500101,2025-10-25,22025,1610612760,Oklahoma City Thunder,0,ATL,OKC @ ATL,W,117,50,21,0.462,0.378,0.895
0022500102,2025-10-25,22025,1610612755,Philadelphia 76ers,0,CHA,PHI vs. CHA,W,125,40,29,0.471,0.462,0.781
0022500102,2025-10-25,22025,1610612766,Charlotte Hornets,0,PHI,CHA @ PHI,L,121,45,30,0.483,0.381,0.679
0022500103,2025-10-25,22025,1610612754,Indiana Pacers,0,MEM,IND @ MEM,L,103,44,25,0.404,0.35,0.739
0022500103,2025-10-25,22025,1610612763,Memphis Grizzlies,0,IND,MEM vs. IND,W,128,49,31,0.454,0.385,0.781
0022500104,2025-10-25,22025,1610612743,Denver Nuggets,0,PHX,DEN vs. PHX,W,133,43,31,0.512,0.29,0.905
0022500104,2025-10-25,22025,1610612756,Phoenix Suns,0,DEN,PHX @ DEN,L,111,38,24,0.432,0.34,0.818
0022500105,2025-10-26,22025,1610612751,Brooklyn Nets,0,SAS,BKN @ SAS,L,107,34,22,0.391,0.32,0.958
0022500105,2025-10-26,22025,1610612759,San Antonio Spurs,0,BKN,SAS vs. BKN,W,118,45,20,0.5,0.444,0.778
0022500106,2025-10-26,22025,1610612738,Boston Celtics,0,DET,BOS @ DET,L,113,38,17,0.426,0.333,0.75
0022500106,2025-10-26,22025,1610612765,Detroit Pistons,0,BOS,DET vs. BOS,W,119,55,22,0.419,0.265,0.889
0022500107,2025-10-26,22025,1610612739,Cleveland Cavaliers,0,MIL,CLE vs. MIL,W,118,44,23,0.448,0.3,0.8
0022500107,2025-10-26,22025,1610612749,Milwaukee Bucks,0,CLE,MIL @ CLE,L,113,37,25,0.506,0.394,0.714
0022500108,2025-10-26,22025,1610612748,Miami Heat,0,NYK,MIA vs. NYK,W,115,50,25,0.458,0.351,0.839
0022500108,2025-10-26,22025,1610612752,New York Knicks,0,MIA,NYK @ MIA,L,107,52,23,0.388,0.278,0.762
0022500109,2025-10-26,22025,1610612764,Washington Wizards,0,CHA,WAS vs. CHA,L,113,40,25,0.451,0.294,0.84
0022500109,2025-10-26,22025,1610612766,Charlotte Hornets,0,WAS,CHA @ WAS,W,139,52,30,0.511,0.395,0.833
0022500110,2025-10-26,22025,1610612750,Minnesota Timberwolves,0,IND,MIN vs. IND,W,114,48,19,0.464,0.303,0.703
0022500110,2025-10-26,22025,1610612754,Indiana Pacers,0,MIN,IND @ MIN,L,110,49,24,0.429,0.35,0.667
0022500111,2025-10-26,22025,1610612742,Dallas Mavericks,0,TOR,DAL vs. TOR,W,139,49,32,0.588,0.385,0.744
0022500111,2025-10-26,22025,1610612761,Toronto Raptors,0,DAL,TOR @ DAL,L,129,43,33,0.49,0.394,0.75
0022500112,2025-10-26,22025,1610612746,LA Clippers,0,POR,LAC vs. POR,W,114,46,26,0.55,0.387,0.933
0022500112,2025-10-26,22025,1610612757,Portland Trail Blazers,0,LAC,POR @ LAC,L,107,42,24,0.37,0.268,0.824
0022500113,2025-10-26,22025,1610612747,Los Angeles Lakers,0,SAC,LAL @ SAC,W,127,47,26,0.488,0.32,0.891
0022500113,2025-10-26,22025,1610612758,Sacramento Kings,0,LAL,SAC vs. LAL,L,120,40,27,0.446,0.419,0.667
0022500007,2025-10-27,22025,1610612739,Cleveland Cavaliers,0,DET,CLE @ DET,W,116,48,25,0.459,0.314,0.771
0022500007,2025-10-27,22025,1610612765,Detroit Pistons,0,CLE,DET vs. CLE,L,95,48,20,0.379,0.324,0.667
0022500008,2025-10-27,22025,1610612743,Denver Nuggets,0,MIN,DEN @ MIN,W,127,46,24,0.523,0.5,0.88
0022500008,2025-10-27,22025,1610612750,Minnesota Timberwolves,0,DEN,MIN vs. DEN,L,114,33,19,0.471,0.313,0.828
0022500114,2025-10-27,22025,1610612753,Orlando Magic,0,PHI,ORL @ PHI,L,124,43,27,0.549,0.32,0.684
0022500114,2025-10-27,22025,1610612755,Philadelphia 76ers,0,ORL,PHI vs. ORL,W,136,39,25,0.495,0.424,0.813
0022500115,2025-10-27,22025,1610612737,Atlanta Hawks,0,CHI,ATL @ CHI,L,123,36,32,0.5,0.344,0.7
0022500115,2025-10-27,22025,1610612741,Chicago Bulls,0,ATL,CHI vs. ATL,W,128,51,33,0.522,0.372,0.762
0022500116,2025-10-27,22025,1610612745,Houston Rockets,0,BKN,HOU vs. BKN,W,137,39,33,0.576,0.5,0.885
0022500116,2025-10-27,22025,1610612751,Brooklyn Nets,0,HOU,BKN @ HOU,L,109,37,22,0.477,0.375,0.667
0022500117,2025-10-27,22025,1610612738,Boston Celtics,0,NOP,BOS @ NOP,W,122,54,25,0.484,0.34,0.8
0022500117,2025-10-27,22025,1610612740,New Orleans Pelicans,0,BOS,NOP vs. BOS,L,90,35,17,0.333,0.25,0.893
0022500118,2025-10-27,22025,1610612759,San Antonio Spurs,0,TOR,SAS vs. TOR,W,121,44,29,0.582,0.481,0.833
0022500118,2025-10-27,22025,1610612761,Toronto Raptors,0,SAS,TOR @ SAS,L,103,20,29,0.468,0.375,0.739
0022500119,2025-10-27,22025,1610612742,Dallas Mavericks,0,OKC,DAL vs. OKC,L,94,36,20,0.379,0.308,0.727
0022500119,2025-10-27,22025,1610612760,Oklahoma City Thunder,0,DAL,OKC @ DAL,W,101,55,21,0.467,0.2,0.846
0022500120,2025-10-27,22025,1610612756,Phoenix Suns,0,UTA,PHX @ UTA,L,134,48,37,0.425,0.364,0.774
0022500120,2025-10-27,22025,1610612762,Utah Jazz,0,PHX,UTA vs. PHX,W,138,64,27,0.407,0.327,0.944
0022500121,2025-10-27,22025,1610612744,Golden State Warriors,0,MEM,GSW vs. MEM,W,131,39,36,0.53,0.442,0.8
0022500121,2025-10-27,22025,1610612763,Memphis Grizzlies,0,GSW,MEM @ GSW,L,118,39,32,0.455,0.308,0.929
0022500122,2025-10-27,22025,1610612747,Los Angeles Lakers,0,POR,LAL vs. POR,L,108,42,23,0.465,0.259,0.808
0022500122,2025-10-27,22025,1610612757,Portland Trail Blazers,0,LAL,POR @ LAL,W,122,49,24,0.456,0.326,0.933
0022500123,2025-10-28,22025,1610612755,Philadelphia 76ers,0,WAS,PHI @ WAS,W,139,55,26,0.45,0.405,0.865
0022500123,2025-10-28,22025,1610612764,Washington Wizards,0,PHI,WAS vs. PHI,L,134,50,33,0.477,0.395,0.714
0022500124,2025-10-28,22025,1610612748,Miami Heat,0,CHA,MIA vs. CHA,W,144,37,34,0.542,0.444,0.909
0022500124,2025-10-28,22025,1610612766,Charlotte Hornets,0,MIA,CHA @ MIA,L,117,41,26,0.444,0.4,0.826
0022500125,2025-10-28,22025,1610612749,Milwaukee Bucks,0,NYK,MIL vs. NYK,W,121,38,27,0.544,0.412,0.875
0022500125,2025-10-28,22025,1610612752,New York Knicks,0,MIL,NYK @ MIL,L,111,45,24,0.424,0.325,0.87
0022500126,2025-10-28,22025,1610612758,Sacramento Kings,0,OKC,SAC @ OKC,L,101,46,21,0.424,0.345,0.905
0022500126,2025-10-28,22025,1610612760,Oklahoma City Thunder,0,SAC,OKC vs. SAC,W,107,44,26,0.457,0.318,0.9
0022500127,2025-10-28,22025,1610612744,Golden State Warriors,0,LAC,GSW vs. LAC,W,98,42,24,0.453,0.378,0.75
0022500127,2025-10-28,22025,1610612746,LA Clippers,0,GSW,LAC @ GSW,L,79,47,10,0.366,0.182,0.813
0022500128,2025-10-29,22025,1610612738,Boston Celtics,0,CLE,BOS vs. CLE,W,125,53,29,0.442,0.368,0.833
0022500128,2025-10-29,22025,1610612739,Cleveland Cavaliers,0,BOS,CLE @ BOS,L,105,42,25,0.402,0.327,0.75
0022500129,2025-10-29,22025,1610612753,Orlando Magic,0,DET,ORL @ DET,L,116,43,22,0.458,0.387,0.7
0022500129,2025-10-29,22025,1610612765,Detroit Pistons,0,ORL,DET vs. ORL,W,135,46,29,0.495,0.406,0.882
0022500130,2025-10-29,22025,1610612737,Atlanta Hawks,0,BKN,ATL @ BKN,W,117,44,33,0.473,0.394,0.727
0022500130,2025-10-29,22025,1610612751,Brooklyn Nets,0,ATL,BKN vs. ATL,L,112,47,23,0.455,0.297,0.778
0022500131,2025-10-29,22025,1610612745,Houston Rockets,0,TOR,HOU @ TOR,W,139,53,31,0.575,0.433,0.765
0022500131,2025-10-29,22025,1610612761,Toronto Raptors,0,HOU,TOR vs. HOU,L,121,22,29,0.506,0.525,0.737
0022500132,2025-10-29,22025,1610612741,Chicago Bulls,0,SAC,CHI vs. SAC,W,126,46,34,0.538,0.438,0.778
0022500132,2025-10-29,22025,1610612758,Sacramento Kings,0,CHI,SAC @ CHI,L,113,31,28,0.524,0.25,0.769
0022500133,2025-10-29,22025,1610612742,Dallas Mavericks,0,IND,DAL vs. IND,W,107,47,21,0.456,0.208,0.811
0022500133,2025-10-29,22025,1610612754,Indiana Pacers,0,DAL,IND @ DAL,L,105,52,20,0.349,0.289,0.643
0022500134,2025-10-29,22025,1610612740,New Orleans Pelicans,0,DEN,NOP @ DEN,L,88,36,17,0.376,0.206,0.586
0022500134,2025-10-29,22025,1610612743,Denver Nuggets,0,NOP,DEN vs. NOP,W,122,56,40,0.533,0.333,0.857
0022500135,2025-10-29,22025,1610612757,Portland Trail Blazers,0,UTA,POR @ UTA,W,136,39,34,0.479,0.382,0.852
0022500135,2025-10-29,22025,1610612762,Utah Jazz,0,POR,UTA vs. POR,L,134,46,30,0.488,0.314,0.837
0022500136,2025-10-29,22025,1610612747,Los Angeles Lakers,0,MIN,LAL @ MIN,W,116,40,34,0.542,0.355,0.682
0022500136,2025-10-29,22025,1610612750,Minnesota Timberwolves,0,LAL,MIN vs. LAL,L,115,34,30,0.5,0.5,0.818
0022500137,2025-10-29,22025,1610612756,Phoenix Suns,0,MEM,PHX vs. MEM,L,113,40,25,0.477,0.4,0.882
0022500137,2025-10-29,22025,1610612763,Memphis Grizzlies,0,PHX,MEM @ PHX,W,114,41,31,0.473,0.395,0.846
0022500138,2025-10-30,22025,1610612753,Orlando Magic,0,CHA,ORL @ CHA,W,123,38,29,0.517,0.421,0.739
0022500138,2025-10-30,22025,1610612766,Charlotte Hornets,0,ORL,CHA vs. ORL,L,107,41,24,0.506,0.367,0.8
0022500139,2025-10-30,22025,1610612744,Golden State Warriors,0,MIL,GSW @ MIL,L,110,44,23,0.424,0.342,0.962
0022500139,2025-10-30,22025,1610612749,Milwaukee Bucks,0,GSW,MIL vs. GSW,W,120,34,25,0.479,0.413,0.692
0022500140,2025-10-30,22025,1610612760,Oklahoma City Thunder,0,WAS,OKC vs. WAS,W,127,47,29,0.449,0.327,0.821
0022500140,2025-10-30,22025,1610612764,Washington Wizards,0,OKC,WAS @ OKC,L,108,49,25,0.452,0.425,0.882
0022500141,2025-10-30,22025,1610612748,Miami Heat,0,SAS,MIA @ SAS,L,101,41,29,0.433,0.395,0.727
0022500141,2025-10-30,22025,1610612759,San Antonio Spurs,0,MIA,SAS vs. MIA,W,107,48,26,0.442,0.341,0.739
0022500020,2025-10-31,22025,1610612737,Atlanta Hawks,0,IND,ATL @ IND,W,128,55,30,0.543,0.333,0.8
0022500020,2025-10-31,22025,1610612754,Indiana Pacers,0,ATL,IND vs. ATL,L,108,49,23,0.354,0.277,0.758
0022500021,2025-10-31,22025,1610612738,Boston Celtics,0,PHI,BOS @ PHI,W,109,45,26,0.436,0.311,0.583
0022500021,2025-10-31,22025,1610612755,Philadelphia 76ers,0,BOS,PHI vs. BOS,L,108,40,27,0.474,0.382,0.724
0022500022,2025-10-31,22025,1610612739,Cleveland Cavaliers,0,TOR,CLE vs. TOR,L,101,42,24,0.4,0.304,0.652
0022500022,2025-10-31,22025,1610612761,Toronto Raptors,0,CLE,TOR @ CLE,W,112,48,27,0.488,0.433,0.792
0022500023,2025-10-31,22025,1610612741,Chicago Bulls,0,NYK,CHI vs. NYK,W,135,41,31,0.536,0.459,0.8
0022500023,2025-10-31,22025,1610612752,New York Knicks,0,CHI,NYK @ CHI,L,125,39,27,0.495,0.4,0.739
0022500024,2025-10-31,22025,1610612747,Los Angeles Lakers,0,MEM,LAL @ MEM,W,117,40,24,0.513,0.342,0.788
0022500024,2025-10-31,22025,1610612763,Memphis Grizzlies,0,LAL,MEM vs. LAL,L,112,42,28,0.441,0.311,0.842
0022500025,2025-10-31,22025,1610612756,Phoenix Suns,0,UTA,PHX vs. UTA,W,118,44,30,0.473,0.354,0.833
0022500025,2025-10-31,22025,1610612762,Utah Jazz,0,PHX,UTA @ PHX,L,96,48,23,0.375,0.324,0.75
0022500026,2025-10-31,22025,1610612743,Denver Nuggets,0,POR,DEN @ POR,L,107,46,19,0.481,0.24,0.806
0022500026,2025-10-31,22025,1610612757,Portland Trail Blazers,0,DEN,POR vs. DEN,W,109,43,26,0.418,0.282,0.71
0022500027,2025-10-31,22025,1610612740,New Orleans Pelicans,0,LAC,NOP @ LAC,L,124,43,28,0.482,0.486,0.897
0022500027,2025-10-31,22025,1610612746,LA Clippers,0,NOP,LAC vs. NOP,W,126,37,28,0.517,0.385,0.905
0022500142,2025-11-01,22025,1610612749,Milwaukee Bucks,0,SAC,MIL vs. SAC,L,133,37,30,0.598,0.469,0.645
0022500142,2025-11-01,22025,1610612758,Sacramento Kings,0,MIL,SAC @ MIL,W,135,38,30,0.517,0.357,0.875
0022500143,2025-11-01,22025,1610612750,Minnesota Timberwolves,0,CHA,MIN @ CHA,W,122,38,31,0.54,0.472,0.786
0022500143,2025-11-01,22025,1610612766,Charlotte Hornets,0,MIN,CHA vs. MIN,L,105,45,23,0.395,0.289,0.889
0022500144,2025-11-01,22025,1610612744,Golden State Warriors,0,IND,GSW @ IND,L,109,44,25,0.433,0.273,0.864
0022500144,2025-11-01,22025,1610612754,Indiana Pacers,0,GSW,IND vs. GSW,W,114,47,24,0.449,0.303,0.857
0022500145,2025-11-01,22025,1610612753,Orlando Magic,0,WAS,ORL @ WAS,W,125,53,32,0.511,0.333,0.864
0022500145,2025-11-01,22025,1610612764,Washington Wizards,0,ORL,WAS vs. ORL,L,94,40,19,0.398,0.333,0.467
0022500146,2025-11-01,22025,1610612738,Boston Celtics,0,HOU,BOS vs. HOU,L,101,36,24,0.388,0.318,1
0022500146,2025-11-01,22025,1610612745,Houston Rockets,0,BOS,HOU @ BOS,W,128,53,30,0.545,0.655,0.714
0022500147,2025-11-01,22025,1610612742,Dallas Mavericks,0,DET,DAL @ DET,L,110,43,23,0.425,0.356,0.839
0022500147,2025-11-01,22025,1610612765,Detroit Pistons,0,DET,DAL @ DET,W,122,47,29,0.495,0.375,0.676
0022500148,2025-11-02,22025,1610612740,New Orleans Pelicans,0,OKC,NOP @ OKC,L,106,38,26,0.438,0.4,0.625
0022500148,2025-11-02,22025,1610612760,Oklahoma City Thunder,0,NOP,OKC vs. NOP,W,137,42,33,0.56,0.417,0.885
0022500149,2025-11-02,22025,1610612751,Brooklyn Nets,0,PHI,BKN vs. PHI,L,105,44,21,0.429,0.179,0.769
0022500149,2025-11-02,22025,1610612755,Philadelphia 76ers,0,BKN,PHI @ BKN,W,129,44,34,0.521,0.375,0.824
0022500150,2025-11-02,22025,1610612762,Utah Jazz,0,CHA,UTA @ CHA,L,103,38,27,0.409,0.219,0.828
0022500150,2025-11-02,22025,1610612766,Charlotte Hornets,0,UTA,CHA vs. UTA,W,126,46,31,0.489,0.419,1
0022500151,2025-11-02,22025,1610612737,Atlanta Hawks,0,CLE,ATL @ CLE,L,109,46,28,0.506,0.261,0.714
0022500151,2025-11-02,22025,1610612739,Cleveland Cavaliers,0,ATL,CLE vs. ATL,W,117,44,30,0.412,0.351,0.944
0022500152,2025-11-02,22025,1610612761,Toronto Raptors,0,MEM,TOR vs. MEM,W,117,49,32,0.506,0.297,0.8
0022500152,2025-11-02,22025,1610612763,Memphis Grizzlies,0,TOR,MEM @ TOR,L,104,41,24,0.437,0.314,0.85
0022500153,2025-11-02,22025,1610612741,Chicago Bulls,0,NYK,CHI @ NYK,L,116,46,28,0.484,0.425,0.818
0022500153,2025-11-02,22025,1610612752,New York Knicks,0,CHI,NYK vs. CHI,W,128,47,31,0.453,0.476,1
0022500154,2025-11-02,22025,1610612756,Phoenix Suns,0,SAS,PHX vs. SAS,W,130,39,34,0.582,0.576,0.864
0022500154,2025-11-02,22025,1610612759,San Antonio Spurs,0,PHX,SAS @ PHX,L,118,41,21,0.459,0.244,0.783
0022500155,2025-11-02,22025,1610612747,Los Angeles Lakers,0,MIA,LAL vs. MIA,W,130,41,33,0.505,0.326,0.826
0022500155,2025-11-02,22025,1610612748,Miami Heat,0,LAL,MIA @ LAL,L,120,42,29,0.512,0.273,0.694
0022500156,2025-11-03,22025,1610612750,Minnesota Timberwolves,0,BKN,MIN @ BKN,W,125,53,33,0.564,0.4,0.657
0022500156,2025-11-03,22025,1610612751,Brooklyn Nets,0,MIN,BKN vs. MIN,L,109,40,25,0.404,0.3,0.658
0022500157,2025-11-03,22025,1610612749,Milwaukee Bucks,0,IND,MIL @ IND,W,117,43,24,0.477,0.426,0.591
0022500157,2025-11-03,22025,1610612754,Indiana Pacers,0,MIL,IND vs. MIL,L,115,45,24,0.433,0.242,0.763
0022500158,2025-11-03,22025,1610612738,Boston Celtics,0,UTA,BOS vs. UTA,L,103,36,21,0.416,0.216,0.818
0022500158,2025-11-03,22025,1610612762,Utah Jazz,0,BOS,UTA @ BOS,W,105,55,23,0.452,0.29,0.8
0022500159,2025-11-03,22025,1610612752,New York Knicks,0,WAS,NYK vs. WAS,W,119,49,32,0.468,0.366,0.8
0022500159,2025-11-03,22025,1610612764,Washington Wizards,0,NYK,WAS @ NYK,L,102,44,30,0.469,0.371,0.684
0022500160,2025-11-03,22025,1610612742,Dallas Mavericks,0,HOU,DAL @ HOU,L,102,40,30,0.449,0.25,0.65
0022500160,2025-11-03,22025,1610612745,Houston Rockets,0,DAL,HOU vs. DAL,W,110,54,23,0.461,0.276,0.667
0022500161,2025-11-03,22025,1610612763,Memphis Grizzlies,0,DET,MEM vs. DET,L,106,49,25,0.402,0.341,0.88
0022500161,2025-11-03,22025,1610612765,Detroit Pistons,0,MEM,DET @ MEM,W,114,43,23,0.506,0.323,0.69
0022500162,2025-11-03,22025,1610612743,Denver Nuggets,0,SAC,DEN vs. SAC,W,130,40,33,0.515,0.316,0.75
0022500162,2025-11-03,22025,1610612758,Sacramento Kings,0,DEN,SAC @ DEN,L,124,47,27,0.522,0.333,0.84
0022500163,2025-11-03,22025,1610612747,Los Angeles Lakers,0,POR,LAL @ POR,W,123,34,29,0.588,0.391,0.875
0022500163,2025-11-03,22025,1610612757,Portland Trail Blazers,0,LAL,POR vs. LAL,L,115,38,23,0.494,0.225,0.733
0022500164,2025-11-03,22025,1610612746,LA Clippers,0,MIA,LAC vs. MIA,L,119,44,25,0.5,0.415,0.737
0022500164,2025-11-03,22025,1610612748,Miami Heat,0,LAC,MIA @ LAC,W,120,37,33,0.542,0.48,0.75
0022500165,2025-11-04,22025,1610612749,Milwaukee Bucks,0,TOR,MIL @ TOR,L,100,41,26,0.43,0.289,0.714
0022500165,2025-11-04,22025,1610612761,Toronto Raptors,0,MIL,TOR vs. MIL,W,128,50,33,0.484,0.447,0.793
0022500166,2025-11-04,22025,1610612737,Atlanta Hawks,0,ORL,ATL vs. ORL,W,127,34,23,0.556,0.433,0.81
0022500166,2025-11-04,22025,1610612753,Orlando Magic,0,ATL,ORL @ ATL,L,112,41,26,0.434,0.324,0.879
0022500167,2025-11-04,22025,1610612741,Chicago Bulls,0,PHI,CHI vs. PHI,W,113,48,26,0.472,0.382,0.8
0022500167,2025-11-04,22025,1610612755,Philadelphia 76ers,0,CHI,PHI @ CHI,L,111,40,22,0.426,0.367,0.833
0022500168,2025-11-04,22025,1610612740,New Orleans Pelicans,0,CHA,NOP vs. CHA,W,116,39,27,0.478,0.447,0.684
0022500168,2025-11-04,22025,1610612766,Charlotte Hornets,0,NOP,CHA @ NOP,L,112,49,20,0.476,0.342,0.75
0022500169,2025-11-04,22025,1610612744,Golden State Warriors,0,PHX,GSW vs. PHX,W,118,39,33,0.494,0.452,0.85
0022500169,2025-11-04,22025,1610612756,Phoenix Suns,0,GSW,PHX @ GSW,L,107,46,25,0.44,0.364,0.938
0022500170,2025-11-04,22025,1610612746,LA Clippers,0,OKC,LAC vs. OKC,L,107,42,26,0.413,0.419,0.852
0022500170,2025-11-04,22025,1610612760,Oklahoma City Thunder,0,LAC,OKC @ LAC,W,126,40,28,0.523,0.474,0.818
0022500171,2025-11-05,22025,1610612739,Cleveland Cavaliers,0,PHI,CLE vs. PHI,W,132,34,33,0.533,0.409,0.941
0022500171,2025-11-05,22025,1610612755,Philadelphia 76ers,0,CLE,PHI @ CLE,L,121,43,26,0.489,0.387,0.7
0022500172,2025-11-05,22025,1610612762,Utah Jazz,0,DET,UTA @ DET,L,103,44,24,0.384,0.308,0.862
0022500172,2025-11-05,22025,1610612765,Detroit Pistons,0,UTA,DET vs. UTA,W,114,52,24,0.495,0.367,0.591
0022500173,2025-11-05,22025,1610612751,Brooklyn Nets,0,IND,BKN @ IND,W,112,45,26,0.419,0.35,0.743
0022500173,2025-11-05,22025,1610612754,Indiana Pacers,0,BKN,IND vs. BKN,L,103,56,29,0.414,0.361,0.615
0022500174,2025-11-05,22025,1610612738,Boston Celtics,0,WAS,BOS vs. WAS,W,136,40,31,0.547,0.39,0.762
0022500174,2025-11-05,22025,1610612764,Washington Wizards,0,BOS,WAS @ BOS,L,107,40,25,0.488,0.333,0.741
0022500175,2025-11-05,22025,1610612750,Minnesota Timberwolves,0,NYK,MIN @ NYK,L,114,31,30,0.482,0.475,0.882
0022500175,2025-11-05,22025,1610612752,New York Knicks,0,MIN,NYK vs. MIN,W,137,50,32,0.539,0.452,0.889
